PHARMACY_NAME,CITY,STATE NAME,STATE,ZIP,COUNTY,R/U
HEB PHARMACY #089,KERRVILLE,Texas,TX,78028,KERR,URBAN
TRINITY PARK SURGERY CENTER,ARLINGTON,Texas,TX,76015,TARRANT,URBAN
KROGER PHARMACY #893,MESQUITE,Texas,TX,75181,DALLAS,URBAN
KROGER PHARMACY #314,HOUSTON,Texas,TX,77005,HARRIS,URBAN
HEB PHARMACY #085,SAN ANTONIO,Texas,TX,78251,BEXAR,URBAN
BIOCARE PHARMACY,HOUSTON,Texas,TX,77072,HARRIS,URBAN
DRUG EMPORIUM #284,TYLER,Texas,TX,75703,SMITH,URBAN
DRUG EMPORIUM #230,AMARILLO,Texas,TX,79109,RANDALL,URBAN
AMERITA,AMARILLO,Texas,TX,79124,POTTER,URBAN
MCALLEN MEDICAL HEART HOSPITAL,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
HEB PHARMACY #623,SAN ANTONIO,Texas,TX,78249,BEXAR,URBAN
HEB PHARMACY #426,WAXAHACHIE,Texas,TX,75165,ELLIS,URBAN
HEB PHARMACY #474,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
HEB PHARMACY #473,PASADENA,Texas,TX,77505,HARRIS,URBAN
HEB PHARMACY #223,ALICE,Texas,TX,78332,JIM WELLS,RURAL
HEB PHARMACY #455,SAN MARCOS,Texas,TX,78666,HAYS,URBAN
KROGER PHARMACY #342,SEABROOK,Texas,TX,77586,HARRIS,URBAN
KROGER PHARMACY #307,SPRING,Texas,TX,77379,HARRIS,URBAN
SOUTH TEXAS SURGICAL HOSPITAL OUTPATIENT,CORPUS CHRISTI,Texas,TX,78414,NUECES,URBAN
METHODIST TEXSAN HOSPITAL A METHODIST HO,SAN ANTONIO,Texas,TX,78201,BEXAR,URBAN
KINDRED HOSPITAL-MANSFIELD,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
AMERICAN OUTCOMES MANAGEMENT LP,FORT WORTH,Texas,TX,76109,TARRANT,URBAN
CHRISTUS SANTA ROSA PHYSICIANS,NEW BRAUNFELS,Texas,TX,78130-3156,COMAL,URBAN
SURGERY CENTER OF PLANO,PLANO,Texas,TX,75093,COLLIN,URBAN
DRUG EMPORIUM #101,DENTON,Texas,TX,76201,DENTON,URBAN
KROGER PHARMACY #520,FORT WORTH,Texas,TX,76109,TARRANT,URBAN
SOUTHWESTERN WOMEN'S SURGERY,DALLAS,Texas,TX,75243,DALLAS,URBAN
HOUSTON PHYSICIANS HOSPITAL,WEBSTER,Texas,TX,77598,HARRIS,URBAN
HEB PHARMACY #574,TOMBALL,Texas,TX,77375,HARRIS,URBAN
THE CORPUS CHRISTI MEDICAL CENTER BAY AR,CORPUS CHRISTI,Texas,TX,78412,NUECES,URBAN
RECEPT PHARMACY #31,HOUSTON,Texas,TX,77054,HARRIS,URBAN
RANDALLS PHARMACY #2670,RICHMOND,Texas,TX,77406,FORT BEND,URBAN
RANDALLS PHARMACY #1021,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
HEB PHARMACY #720,HOUSTON,Texas,TX,77345,HARRIS,URBAN
LAS COLINAS PHARMACY,IRVING,Texas,TX,75039,DALLAS,URBAN
MERKEL DRUG CO.,MERKEL,Texas,TX,79536,TAYLOR,URBAN
RANDALLS PHARMACY #2671,KATY,Texas,TX,77450,HARRIS,URBAN
RANDALLS PHARMACY #1779,LAKEWAY,Texas,TX,78734,TRAVIS,URBAN
RANDALLS PHARMACY #1776,KINGWOOD,Texas,TX,77339,HARRIS,URBAN
UNITED MEMORIAL MEDICAL CENTER,HOUSTON,Texas,TX,77091,HARRIS,URBAN
TOM THUMB PHARMACY #2595,PLANO,Texas,TX,75023,COLLIN,URBAN
TOM THUMB PHARMACY #2578,GARLAND,Texas,TX,75040,DALLAS,URBAN
RANDALLS PHARMACY #1057,KINGWOOD,Texas,TX,77345,HARRIS,URBAN
ENDOSCOPY CENTER OF EL PASO,EL PASO,Texas,TX,79902,EL PASO,URBAN
DOVE POINTE SURGERY CENTER,MCALLEN,Texas,TX,78504,HIDALGO,URBAN
MEDICAL CITY DENTON,DENTON,Texas,TX,76210,DENTON,URBAN
TEXAS HEALTH CENTER FOR DIAGNOSTICS AND,PLANO,Texas,TX,75093,COLLIN,URBAN
KROGER PHARMACY #241,DICKINSON,Texas,TX,77539,GALVESTON,URBAN
TOM THUMB PHARMACY #3563,DUNCANVILLE,Texas,TX,75116,DALLAS,URBAN
TOM THUMB PHARMACY #2526,RICHARDSON,Texas,TX,75080,DALLAS,URBAN
TOM THUMB PHARMACY #1786,GRAND PRAIRIE,Texas,TX,75052,DALLAS,URBAN
"CATCHING'S PRESCRIPTIONS, LTD.",AMARILLO,Texas,TX,79106,POTTER,URBAN
EXPRESS ER,HARKER HTS,Texas,TX,76548,BELL,URBAN
EXPRESS ER,ABILENE,Texas,TX,79605,TAYLOR,URBAN
LAS PALMAS DEL SOL HEALTHCARE,EL PASO,Texas,TX,79934,EL PASO,URBAN
STHS ER WARE RD,MCALLEN,Texas,TX,78504,HIDALGO,URBAN
KROGER PHARMACY #130,SPRING,Texas,TX,77389,HARRIS,URBAN
BAYLOR SCOTT & WHITE PHARMACY #253,WACO,Texas,TX,76712,MCLENNAN,URBAN
KROGER PHARMACY #596,MIDLOTHIAN,Texas,TX,76065,ELLIS,URBAN
NEIGHBORS EMERGENCY CENTER (LUBBOCK),LUBBOCK,Texas,TX,79413,LUBBOCK,URBAN
HEB PHARMACY #694,NEW BRAUNFELS,Texas,TX,78130,COMAL,URBAN
BAYLOR SCOTT & WHITE PHARMACY #202,GEORGETOWN,Texas,TX,78633,WILLIAMSON,URBAN
ODESSA REGIONAL MEDICAL CENTER SOUTH CAM,ODESSA,Texas,TX,79761,ECTOR,URBAN
HEB PHARMACY #712,CUERO,Texas,TX,77954,DEWITT,RURAL
KRAEGE DRUG STORE,YORKTOWN,Texas,TX,78164,DEWITT,RURAL
HEB PHARMACY #692,BEAUMONT,Texas,TX,77701,JEFFERSON,URBAN
BAYLOR SCOTT & WHITE PHARMACY #275,CAMERON,Texas,TX,76520,MILAM,RURAL
TGH - VZRMC PHARMACY,GRAND SALINE,Texas,TX,75140,VAN ZANDT,URBAN
KROGER PHARMACY # 117,TOMBALL,Texas,TX,77375,HARRIS,URBAN
THE DAILY DOSE PHARMACY,AUSTIN,Texas,TX,78745,TRAVIS,URBAN
HEB PHARMACY #677,ELSA,Texas,TX,78543,HIDALGO,URBAN
HEB PHARMACY #656,CYPRESS,Texas,TX,77433,HARRIS,URBAN
AUSTIN OAKS HOSPITAL,AUSTIN,Texas,TX,78745,TRAVIS,URBAN
TEXAS GENERAL HOSPITAL,GRAND PRAIRIE,Texas,TX,75051,DALLAS,URBAN
KROGER PHARMACY # 562,FORT WORTH,Texas,TX,76244,TARRANT,URBAN
HEB PHARMACY #641,GONZALES,Texas,TX,78629,GONZALES,RURAL
BAYLOR SCOTT & WHITE PHARMACY #105,MCKINNEY,Texas,TX,75071,COLLIN,URBAN
HEB PHARMACY #433,BURNET,Texas,TX,78611,BURNET,RURAL
HEB PHARMACY #395,SAN ANTONIO,Texas,TX,78230,BEXAR,URBAN
MEMORIAL HERMANN SURGERY CENTER SUGARLAN,SUGAR LAND,Texas,TX,77479,FORT BEND,URBAN
CVS/PHARMACY #7286,HOUSTON,Texas,TX,77058,HARRIS,URBAN
HEB PHARMACY #626,SAN BENITO,Texas,TX,78586,CAMERON,URBAN
LEGENDS PHARMACY II,KATY,Texas,TX,77493,HARRIS,URBAN
THE ENDOSCOPY CENTER OF TEXARKANA,TEXARKANA,Texas,TX,75503,BOWIE,URBAN
KINGWOOD PINES HOSPITAL,KINGWOOD,Texas,TX,77339,HARRIS,URBAN
KROGER PHARMACY #543,ARLINGTON,Texas,TX,76012,TARRANT,URBAN
KROGER PHARMACY #343,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
KROGER PHARMACY #448,COPPELL,Texas,TX,75019,DALLAS,URBAN
KROGER PHARMACY #445,ARLINGTON,Texas,TX,76017,TARRANT,URBAN
KROGER PHARMACY #439,FORT WORTH,Texas,TX,76116,TARRANT,URBAN
KROGER PHARMACY #376,SPRING,Texas,TX,77379,HARRIS,URBAN
KROGER PHARMACY #807,N RICHLND HLS,Texas,TX,76180,TARRANT,URBAN
HEB PHARMACY #084,SAN ANTONIO,Texas,TX,78224,BEXAR,URBAN
HEB PHARMACY #186,LAREDO,Texas,TX,78041,WEBB,URBAN
HEB PHARMACY #136,HARLINGEN,Texas,TX,78550,CAMERON,URBAN
HARLINGEN MEDICAL CENTER,HARLINGEN,Texas,TX,78550,CAMERON,URBAN
"ST DAVID'S GEORGETOWN HOSP, A",GEORGETOWN,Texas,TX,78626,WILLIAMSON,URBAN
HEB PHARMACY #554,VICTORIA,Texas,TX,77901,VICTORIA,URBAN
HEB PHARMACY #487,GEORGETOWN,Texas,TX,78628,WILLIAMSON,URBAN
HEB PHARMACY #475,ELGIN,Texas,TX,78621,BASTROP,URBAN
KROGER PHARMACY #493,DENTON,Texas,TX,76201,DENTON,URBAN
KROGER PHARMACY #256,ANGLETON,Texas,TX,77515,BRAZORIA,URBAN
KROGER PHARMACY #389,MAGNOLIA,Texas,TX,77355,MONTGOMERY,URBAN
BAYLOR SURGICARE AT NORTH GARLAND,GARLAND,Texas,TX,75044,DALLAS,URBAN
ARMC-SURGERY CENTER,ABILENE,Texas,TX,79606,TAYLOR,URBAN
TX INSTITUTE FOR SURGERY AT,DALLAS,Texas,TX,75231,DALLAS,URBAN
HEB PHARMACY #168,HARLINGEN,Texas,TX,78550,CAMERON,URBAN
KROGER PHARMACY #495,IRVING,Texas,TX,75060,DALLAS,URBAN
KROGER PHARMACY #355,HOUSTON,Texas,TX,77019,HARRIS,URBAN
RANDALLS PHARMACY #2485,AUSTIN,Texas,TX,78704,TRAVIS,URBAN
KROGER PHARMACY #739,HOUSTON,Texas,TX,77064,HARRIS,URBAN
HPB PHARMACY,HOUSTON,Texas,TX,77030,HARRIS,URBAN
HEB PHARMACY #094,MISSION,Texas,TX,78572,HIDALGO,URBAN
EL PASO LTAC HOSPITAL PHARMACY,EL PASO,Texas,TX,79902,EL PASO,URBAN
HEB PHARMACY #416,LA GRANGE,Texas,TX,78945,FAYETTE,RURAL
HEB PHARMACY #401,KINGSVILLE,Texas,TX,78363,KLEBERG,RURAL
HEB PHARMACY #389,CASTLE HILLS,Texas,TX,78213,BEXAR,URBAN
HEB PHARMACY #332,BROWNSVILLE,Texas,TX,78521,CAMERON,URBAN
HEB PHARMACY #262,SAN ANTONIO,Texas,TX,78238,BEXAR,URBAN
HEB PHARMACY #235,SAN ANTONIO,Texas,TX,78250,BEXAR,URBAN
MANN CATARACT SURGERY CENTER,HUMBLE,Texas,TX,77338,HARRIS,URBAN
KROGER PHARMACY #413,ARLINGTON,Texas,TX,76014,TARRANT,URBAN
HEB PHARMACY #096,AUSTIN,Texas,TX,78731,TRAVIS,URBAN
HEB PHARMACY #045,AUSTIN,Texas,TX,78704,TRAVIS,URBAN
HCA HEALTHCARE WEST,HOUSTON,Texas,TX,77082,HARRIS,URBAN
AMERICAN SURGERY CENTER OF SOUTH TEXAS,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
TOM THUMB PHARMACY #1972,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
DRUG EMPORIUM #251,ABILENE,Texas,TX,79605,TAYLOR,URBAN
KROGER PHARMACY #746,HOUSTON,Texas,TX,77089,HARRIS,URBAN
KROGER PHARMACY #014,WILLIS,Texas,TX,77318,MONTGOMERY,URBAN
NORTH CYPRESS MEDICAL CENTER PHARMACY,CYPRESS,Texas,TX,77429,HARRIS,URBAN
MCALLEN MEDICAL CENTER,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
HEB PHARMACY #431,EDINBURG,Texas,TX,78539,HIDALGO,URBAN
HEB PHARMACY #687,HOUSTON,Texas,TX,77057,HARRIS,URBAN
HEB PHARMACY #580,CEDAR PARK,Texas,TX,78613,WILLIAMSON,URBAN
KROGER PHARMACY #144,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
KROGER PHARMACY #318,HUMBLE,Texas,TX,77346,HARRIS,URBAN
BAILEY SQUARE SURGERY CENTER,AUSTIN,Texas,TX,78705,TRAVIS,URBAN
CHRISTUS TRINITY MOTHER FRANCES REHABILI,TYLER,Texas,TX,75701,SMITH,URBAN
TEXARKANA SURGERY CENTER PHCY,TEXARKANA,Texas,TX,75503,BOWIE,URBAN
KIRBY SURGICAL CENTER,HOUSTON,Texas,TX,77054,HARRIS,URBAN
HEALTH BRIDGE CHILDREN'S HOSPITAL - HOUS,HOUSTON,Texas,TX,77082,HARRIS,URBAN
NORTH CYPRESS VILLAGE PHARMACY,CYPRESS,Texas,TX,77429,HARRIS,URBAN
BAYLOR SCOTT & WHITE INSTITUTE FOR REHAB,FORT WORTH,Texas,TX,76132-4107,TARRANT,URBAN
MEMORIAL HERMANN SURGERY CENTER GREATER,HOUSTON,Texas,TX,77008,HARRIS,URBAN
HEB PHARMACY #615,KATY,Texas,TX,77494,FORT BEND,URBAN
HEB PHARMACY #016,BURLESON,Texas,TX,76028,JOHNSON,URBAN
CY-FAIR SURGERY CENTER,HOUSTON,Texas,TX,77065,HARRIS,URBAN
KROGER PHARMACY #570,DENTON,Texas,TX,76210,DENTON,URBAN
RANDALLS PHARMACY #2673,SPRING,Texas,TX,77380,MONTGOMERY,URBAN
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL -,FORT WORTH,Texas,TX,76110,TARRANT,URBAN
RANDALLS PHARMACY #1041,HOUSTON,Texas,TX,77035,HARRIS,URBAN
MEDICAL CITY DALLAS HOSPITAL PHARMACY,DALLAS,Texas,TX,75230,DALLAS,URBAN
TOM THUMB PHARMACY #3658,ARLINGTON,Texas,TX,76006,TARRANT,URBAN
TOM THUMB PHARMACY #3652,FLOWER MOUND,Texas,TX,75028,DENTON,URBAN
RANDALLS PHARMACY #1066,HOUSTON,Texas,TX,77024,HARRIS,URBAN
METHODIST AMBULATORY SURGERY CENTER-MEDI,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
TOM THUMB PHARMACY #2574,FORT WORTH,Texas,TX,76109,TARRANT,URBAN
"MEDICAL CITY MCKINNEY, WYSONG CAMPUS",MCKINNEY,Texas,TX,75070,COLLIN,URBAN
ABILENE REGIONAL MEDICAL CENTE,ABILENE,Texas,TX,79606,TAYLOR,URBAN
KROGER PHARMACY #588,DALLAS,Texas,TX,75243,DALLAS,URBAN
RANDALLS PHARMACY #4062,HOUSTON,Texas,TX,77062,HARRIS,URBAN
RANDALLS PHARMACY #4033,HOUSTON,Texas,TX,77005,HARRIS,URBAN
HEB PHARMACY #566,SAN ANTONIO,Texas,TX,78257,BEXAR,URBAN
HEB PHARMACY #102,SAN ANTONIO,Texas,TX,78230,BEXAR,URBAN
KROGER PHARMACY #367,HUMBLE,Texas,TX,77396,HARRIS,URBAN
TOM THUMB PHARMACY #3575,FLOWER MOUND,Texas,TX,75028,DENTON,URBAN
TOM THUMB PHARMACY #2609,HURST,Texas,TX,76054,TARRANT,URBAN
TOM THUMB PHARMACY #2990,DALLAS,Texas,TX,75209,DALLAS,URBAN
SAVE MART PHARMACY,QUINLAN,Texas,TX,75474,HUNT,URBAN
LUFKIN ENDOSCOPY CENTER,LUFKIN,Texas,TX,75904-3124,ANGELINA,URBAN
BAYLOR SURGICARE AT FORT WORTH,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
RANDALLS PHARMACY #2484,GEORGETOWN,Texas,TX,78633,WILLIAMSON,URBAN
HEB PHARMACY #737,HOUSTON,Texas,TX,77008,HARRIS,URBAN
HEB PHARMACY #746,COLLEGE STATION,Texas,TX,77845,BRAZOS,URBAN
TOM THUMB PHARMACY #3296,DALLAS,Texas,TX,75201,DALLAS,URBAN
TOM THUMB PHARMACY #3853,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
CATTLES PHARMACY,LAMPASAS,Texas,TX,76550,LAMPASAS,RURAL
BLOUNT PHARMACY,JOAQUIN,Texas,TX,75954,SHELBY,RURAL
BEAUMONT HEART & VASCULAR SURGERY CENTER,BEAUMONT,Texas,TX,77702,JEFFERSON,URBAN
EXPRESS ER,WACO,Texas,TX,76710,MCLENNAN,URBAN
"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE C",BROWNSVILLE,Texas,TX,78520,CAMERON,URBAN
HEB PHARMACY #721,KILLEEN,Texas,TX,76549,BELL,URBAN
"RENUE RX, A BENZER PHARMACY",FRISCO,Texas,TX,75034,DENTON,URBAN
HEB PHARMACY #717,MIDLAND,Texas,TX,79706,MIDLAND,URBAN
BAYTOWN HEART & VASCULAR SURGERY CENTER,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
THE MEDICAL CENTER OF SOUTHEAST TEXAS  B,BEAUMONT,Texas,TX,77706,JEFFERSON,URBAN
HCA - HOUSTON HEALTHCARE PEARLAND,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
HEB PHARMACY #711,ODESSA,Texas,TX,79764,ECTOR,URBAN
KROGER PHARMACY #146,KATY,Texas,TX,77494,FORT BEND,URBAN
WACO CARDIOLOGY CATH LAB &,WACO,Texas,TX,76712,MCLENNAN,URBAN
HEB PHARMACY #707,LAKE JACKSON,Texas,TX,77566,BRAZORIA,URBAN
HEB PHARMACY #662,TEXAS CITY,Texas,TX,77590,GALVESTON,URBAN
THE HEART & VASCULAR SURGERY CENTER,BRYAN,Texas,TX,77802,BRAZOS,URBAN
HEB PHARMACY #708,WIMBERLEY,Texas,TX,78676,HAYS,URBAN
BAYLOR SCOTT & WHITE PHARMACY #227,TEMPLE,Texas,TX,76502,BELL,URBAN
BAYLOR SCOTT & WHITE PHARMACY #277,COLLEGE STATION,Texas,TX,77840,BRAZOS,URBAN
LAS PALMAS DEL SOL HEALTHCARE,EL PASO,Texas,TX,79938,EL PASO,URBAN
HEB PHARMACY #697,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
BAYLOR SCOTT & WHITE HEART & VASCULAR,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
ST. DAVID'S EMERGENCY CENTER-CEDAR PARK,AUSTIN,Texas,TX,78717,WILLIAMSON,URBAN
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL-,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
HEB PHARMACY  #674,PALMHURST,Texas,TX,78573,HIDALGO,URBAN
HEB PHARMACY #638,THE WOODLANDS,Texas,TX,77384,MONTGOMERY,URBAN
HEB PHARMACY #631,GRANBURY,Texas,TX,76049,HOOD,URBAN
SELECT REHABILITATION HOSPITAL OF SAN AN,SAN ANTONIO,Texas,TX,78258,BEXAR,URBAN
KINDRED HOSPITAL CLEAR LAKE,WEBSTER,Texas,TX,77598,HARRIS,URBAN
SPECIALTY THERAPEUTIC CARE,HOUSTON,Texas,TX,77043,HARRIS,URBAN
KROGER PHARMACY #398,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
SUGAR LAND SURGERY CENTER,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
HEB PHARMACY #038,SAN JUAN,Texas,TX,78589,HIDALGO,URBAN
KROGER PHARMACY #598,PLANO,Texas,TX,75025,COLLIN,URBAN
KROGER PHARMACY #450,MESQUITE,Texas,TX,75150,DALLAS,URBAN
ICON HOSPITAL,HUMBLE,Texas,TX,77338,HARRIS,URBAN
KROGER PHARMACY #010,ROSENBERG,Texas,TX,77471,FORT BEND,URBAN
HEB PHARMACY #139,CORPUS CHRISTI,Texas,TX,78413,NUECES,URBAN
HEB PHARMACY #095,LAREDO,Texas,TX,78045,WEBB,URBAN
HEB PHARMACY #494,SAN ANTONIO,Texas,TX,78251-3801,BEXAR,URBAN
MCALLEN SURGICAL SPECIALTY PHARMACY,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
VALLEY ENDOSCOPY CENTER,HARLINGEN,Texas,TX,78550,CAMERON,URBAN
HEB PHARMACY #029,WESTLAKE HILLS,Texas,TX,78746,TRAVIS,URBAN
KROGER PHARMACY #580,LITTLE ELM,Texas,TX,75068,DENTON,URBAN
HEB PHARMACY #074,NEW BRAUNFELS,Texas,TX,78132,COMAL,URBAN
ELITE CARE EMERGENCY CENTER,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
KROGER PHARMACY #395,HOUSTON,Texas,TX,77090,HARRIS,URBAN
KROGER PHARMACY #275,HOUSTON,Texas,TX,77014,HARRIS,URBAN
KROGER PHARMACY #327,CYPRESS,Texas,TX,77429,HARRIS,URBAN
KROGER PHARMACY #546,FRISCO,Texas,TX,75034,COLLIN,URBAN
HEB PHARMACY #028,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
HEB PHARMACY #540,HOUSTON,Texas,TX,77087,HARRIS,URBAN
HEB PHARMACY #495,ROUND ROCK,Texas,TX,78664,WILLIAMSON,URBAN
KROGER PHARMACY #582,NORTH RICHLAND HILLS,Texas,TX,76180,TARRANT,URBAN
THE HOSPITALS OF PROVIDENCE - EAST CAMPU,EL PASO,Texas,TX,79938,EL PASO,URBAN
KROGER PHARMACY #563,PLANO,Texas,TX,75074,COLLIN,URBAN
MEMORIAL HERMANN SURGERY CENTER - THE WO,SHENANDOAH,Texas,TX,77380,MONTGOMERY,URBAN
HEB PHARMACY #269,AUSTIN,Texas,TX,78759,TRAVIS,URBAN
KROGER PHARMACY #527,DUNCANVILLE,Texas,TX,75116,DALLAS,URBAN
KROGER PHARMACY #492,BALCH SPRINGS,Texas,TX,75180,DALLAS,URBAN
TOM THUMB PHARMACY #1540,DALLAS,Texas,TX,75234,DALLAS,URBAN
KINDRED HOSPITAL TOMBALL,TOMBALL,Texas,TX,77375,HARRIS,URBAN
LEGENDS PHARMACY,SAN ANTONIO,Texas,TX,78216,BEXAR,URBAN
MANN CATARACT SURGERY CENTER,HOUSTON,Texas,TX,77002,HARRIS,URBAN
HEB PHARMACY #421,ALAMO,Texas,TX,78516,HIDALGO,URBAN
HEB PHARMACY #404,VILLAGE OF BEE CAVES,Texas,TX,78738,TRAVIS,URBAN
HEB PHARMACY #385,SAN ANTONIO,Texas,TX,78212,BEXAR,URBAN
HEB PHARMACY #292,BAY CITY,Texas,TX,77414,MATAGORDA,RURAL
HEB PHARMACY #069,CORPUS CHRISTI,Texas,TX,78413,NUECES,URBAN
KROGER PHARMACY #695,ARLINGTON,Texas,TX,76016,TARRANT,URBAN
KROGER PHARMACY #607,HOUSTON,Texas,TX,77080,HARRIS,URBAN
KROGER PHARMACY #568,ALLEN,Texas,TX,75013,COLLIN,URBAN
KROGER PHARMACY #567,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
KROGER PHARMACY #545,DESOTO,Texas,TX,75115,DALLAS,URBAN
HEB PHARMACY #238,CORSICANA,Texas,TX,75110,NAVARRO,RURAL
BAYLOR SCOTT & WHITE HEART AND VASCULAR,DALLAS,Texas,TX,75226,DALLAS,URBAN
KROGER PHARMACY #461,SACHSE,Texas,TX,75048,DALLAS,URBAN
ENDOSCOPY CENTER AT MEDPOINT,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
KROGER PHARMACY #974,BAYTOWN,Texas,TX,77520,HARRIS,URBAN
KROGER PHARMACY #744,FRIENDSWOOD,Texas,TX,77546,GALVESTON,URBAN
HEB PHARMACY #064,WACO,Texas,TX,76708,MCLENNAN,URBAN
ROUND ROCK MEDICAL CENTER,ROUND ROCK,Texas,TX,78681,WILLIAMSON,URBAN
LEGENDS PHARMACY,SAN ANTONIO,Texas,TX,78216,BEXAR,URBAN
BOARDWALK PHARMACY,IRVING,Texas,TX,75063,DALLAS,URBAN
SOUTH TEXAS BEHAVIORAL HEALTH CENTER,EDINBURG,Texas,TX,78539,HIDALGO,URBAN
KROGER PHARMACY #577,IRVING,Texas,TX,75063,DALLAS,URBAN
HEB PHARMACY #014,KYLE,Texas,TX,78640,HAYS,URBAN
HEB PHARMACY #465,AUSTIN,Texas,TX,78702,TRAVIS,URBAN
HEB PHARMACY #211,SAN ANTONIO,Texas,TX,78202,BEXAR,URBAN
HEB PHARMACY #557,WACO,Texas,TX,76705,MCLENNAN,URBAN
NORTHEAST METHODIST HOSPITAL,LIVE OAK,Texas,TX,78233,BEXAR,URBAN
MARKET BASKET PHARMACY #47,BEAUMONT,Texas,TX,77707,JEFFERSON,URBAN
KROGER PHARMACY #311,HOUSTON,Texas,TX,77065,HARRIS,URBAN
PANHANDLE NUCLEAR RX LTD.,AMARILLO,Texas,TX,79106,POTTER,URBAN
KROGER PHARMACY #378,KATY,Texas,TX,77449,HARRIS,URBAN
HCA HOUSTON HEALTHCARE CLEAR LAKE,WEBSTER,Texas,TX,77598,HARRIS,URBAN
KINDRED HOSPITAL SAN ANTONIO,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
RECEPT PHARMACY #33,BELLAIRE,Texas,TX,77401,HARRIS,URBAN
KROGER PHARMACY #460,CARROLLTON,Texas,TX,75007,DENTON,URBAN
CLEAR LAKE PROF BLDG PHCY,WEBSTER,Texas,TX,77598,HARRIS,URBAN
DALLAS DAY SURGERY OF TEXAS LTD - NORTH,DALLAS,Texas,TX,75231,DALLAS,URBAN
KINDRED HOSPITAL THE HEIGHTS,HOUSTON,Texas,TX,77008,HARRIS,URBAN
HEB PHARMACY #054,HOUSTON,Texas,TX,77075,HARRIS,URBAN
RANDALLS PHARMACY #2672,HOUSTON,Texas,TX,77084,HARRIS,URBAN
MD AESTHETIC SURGERY CENTER,HOUSTON,Texas,TX,77004,HARRIS,URBAN
BAYLOR SURGICARE AT OAKMONT,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
TOM THUMB PHARMACY #2561,GARLAND,Texas,TX,75041,DALLAS,URBAN
MEDICAL CITY SURGERY CENTER LAS COLINAS,IRVING,Texas,TX,75038,DALLAS,URBAN
HEB PHARMACY #586,LAREDO,Texas,TX,78046,WEBB,URBAN
MEMORIAL HERMANN SURGICAL HOSPITAL FIRST,SUGAR LAND,Texas,TX,77479,FORT BEND,URBAN
TOM THUMB PHARMACY #1784,MESQUITE,Texas,TX,75149,DALLAS,URBAN
RANDALLS PHARMACY #2490,AUSTIN,Texas,TX,78759,TRAVIS,URBAN
RANDALLS PHARMACY #2480,AUSTIN,Texas,TX,78749,TRAVIS,URBAN
KROGER PHARMACY #364,SPRING,Texas,TX,77379,HARRIS,URBAN
SAN ANTONIO INFECTIOUS DISEASE CONSULTAN,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
VISTA SURGERY CENTER,MIDLAND,Texas,TX,79703,MIDLAND,URBAN
HEB PHARMACY #736,KATY,Texas,TX,77494,FORT BEND,URBAN
KATY MEDICAL PHARMACY LTC,KATY,Texas,TX,77450,HARRIS,URBAN
HEB PHARMACY #351,EDNA,Texas,TX,77957,JACKSON,RURAL
BAYLOR SCOTT & WHITE PHARMACY #203,PFLUGERVILLE,Texas,TX,78660,TRAVIS,URBAN
KROGER PHARMACY 03500565,MCKINNEY,Texas,TX,75071,COLLIN,URBAN
METHODIST HOSPITAL SOUTH,JOURDANTON,Texas,TX,78026,ATASCOSA,RURAL
HEB PHARMACY #742,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
HEB PHARMACY #733,SAN ANTONIO,Texas,TX,78253,BEXAR,URBAN
ST. DAVID'S EMERGENCY CENTER - LEANDER,LEANDER,Texas,TX,78641,WILLIAMSON,URBAN
COLLEGE PARK HEART AND VASCULAR SURGERY,THE WOODLANDS,Texas,TX,77385,MONTGOMERY,URBAN
BAYLOR SCOTT & WHITE PHARMACY #278,COLLEGE STATION,Texas,TX,77845,BRAZOS,URBAN
